e67,event,[cI_1;cro_1] -> N_1 N_0,0
e68,event,[N_0] -> cII_1 cII_0,0
e69,event,[cI_1] -> cro_0 cro_1,0
e70,event,[cII_0;cro_1] -> cI_1 cI_0,0
e71,event,[cI_1] -> cro_1 cro_2,0
e72,event,[N_0] -> cII_1 cII_0,0
e73,event,[N_0] -> cII_1 cII_0,0
e74,event,[cI_1] -> cro_0 cro_1,0
e75,event,[cI_1] -> cro_0 cro_1,0
e76,event,[cI_1;cro_2] -> N_1 N_0,0
e77,event,[cI_1] -> cro_1 cro_2,0
e78,event,[cI_1] -> cro_1 cro_2,0
e79,event,[cI_1] -> cro_1 cro_2,0
e80,event,[cI_1] -> cro_1 cro_2,0
e81,event,[cII_1] -> cI_0 cI_1,0
e82,event,[cII_1] -> cI_0 cI_1,0
e83,event,[cII_1] -> cI_0 cI_1,0
e84,event,[cII_1] -> cI_0 cI_1,0
e85,event,[cII_1] -> cI_0 cI_1,0
e86,event,[cII_0;cro_3] -> cI_1 cI_0,0
e87,event,[cII_0;cro_2] -> cI_1 cI_0,0
e88,event,[cI_0] -> cro_2 cro_3,0
e89,event,[cI_0] -> cro_1 cro_2,0
e90,event,[cI_0] -> cro_1 cro_2,0
e91,event,[cI_0] -> cro_2 cro_3,0
e92,event,[N_1;cI_0;cro_1] -> cII_0 cII_1,0
e93,event,[N_1;cI_0;cro_1] -> cII_0 cII_1,0
e94,event,[N_1;cI_1;cro_2] -> cII_0 cII_1,0
e95,event,[cI_1] -> cro_1 cro_2,0
e96,event,[cI_1] -> cro_1 cro_2,0
e97,event,[cI_1] -> cro_1 cro_2,0
e98,event,[cI_1] -> cro_2 cro_3,0
e99,event,[cI_0] -> cro_2 cro_3,0
e100,event,[cI_0] -> cro_2 cro_3,0
e101,event,[cI_0] -> cro_2 cro_3,0
e102,event,[cI_0] -> cro_2 cro_3,0
e103,event,[cI_0] -> cro_2 cro_3,0
e104,event,[] -> cro_3 cro_2,0
e105,event,[] -> cro_3 cro_2,0
e106,event,[cI_0;cro_3] -> N_1 N_0,0
e107,event,[cI_0;cro_3] -> N_1 N_0,0
e108,event,[cI_0;cro_3] -> N_1 N_0,0
e109,event,[cI_0;cro_3] -> N_1 N_0,0
e110,event,[cI_0;cro_3] -> N_1 N_0,0
e111,event,[cII_1] -> cI_0 cI_1,0
e112,event,[cII_1] -> cI_0 cI_1,0
e113,event,[cII_1] -> cI_0 cI_1,0
e114,event,[cII_1] -> cI_0 cI_1,0
e115,event,[cII_1] -> cI_0 cI_1,0
e116,event,[cI_0;cro_2] -> N_1 N_0,0
e117,event,[cI_0;cro_2] -> N_1 N_0,0
e118,event,[cI_0;cro_2] -> N_1 N_0,0
e119,event,[N_0] -> cII_1 cII_0,0
e120,event,[N_0] -> cII_1 cII_0,0
e121,event,[N_0] -> cII_1 cII_0,0
e122,event,[N_0] -> cII_1 cII_0,0
e123,event,[N_0] -> cII_1 cII_0,0
e124,event,[cI_0] -> cro_2 cro_3,0
e125,event,[cI_0] -> cro_2 cro_3,0
e126,event,[cI_0] -> cro_2 cro_3,0
e127,event,[cI_0] -> cro_2 cro_3,0
e128,event,[cI_0] -> cro_2 cro_3,0
e129,event,[cI_1] -> cro_1 cro_2,0
e130,event,[cI_1] -> cro_1 cro_2,0
e131,event,[cI_1] -> cro_1 cro_2,0
e132,event,[cI_1] -> cro_1 cro_2,0
e133,event,[N_0] -> cII_1 cII_0,0
e134,event,[N_0] -> cII_1 cII_0,0
e135,event,[N_0] -> cII_1 cII_0,0
e136,event,[N_0] -> cII_1 cII_0,0
e137,event,[cII_0;cro_2] -> cI_1 cI_0,0
e138,event,[cI_0] -> cro_1 cro_2,0
e139,event,[cI_0;cro_1] -> N_0 N_1,0
e140,event,[cI_1] -> cro_1 cro_2,0
e141,event,[cI_1] -> cro_1 cro_2,0
e142,event,[cI_1] -> cro_1 cro_2,0
e143,event,[cI_1] -> cro_2 cro_3,0
e144,event,[N_0] -> cII_1 cII_0,0
e145,event,[N_0] -> cII_1 cII_0,0
e146,event,[N_0] -> cII_1 cII_0,0
e147,event,[cI_1] -> cro_1 cro_2,0
e148,event,[cII_0;cro_2] -> cI_1 cI_0,0
e149,event,[cI_0] -> cro_1 cro_2,0
e150,event,[cI_0;cro_1] -> N_0 N_1,0
e151,event,[cI_1] -> cro_1 cro_2,0
e152,event,[cI_1] -> cro_1 cro_2,0
e153,event,[cI_1] -> cro_2 cro_3,0
e154,event,[cI_1;cro_3] -> N_1 N_0,0
e155,event,[cI_1;cro_2] -> N_1 N_0,0
e156,event,[cI_1;cro_2] -> N_1 N_0,0
e157,event,[cI_1;cro_2] -> N_1 N_0,0
e158,event,[cI_1;cro_2] -> N_1 N_0,0
e159,event,[cI_1;cro_2] -> N_1 N_0,0
e160,event,[cI_1;cro_2] -> N_1 N_0,0
e161,event,[cI_1;cro_2] -> N_1 N_0,0
e162,event,[cI_1;cro_2] -> N_1 N_0,0
e163,event,[cI_1;cro_2] -> N_1 N_0,0
e164,event,[cII_0;cro_2] -> cI_1 cI_0,0
e165,event,[cI_1;cro_2] -> N_1 N_0,0
e166,event,[cI_1;cro_2] -> N_1 N_0,0
e167,event,[cI_1;cro_2] -> N_1 N_0,0
e168,event,[cI_1;cro_2] -> N_1 N_0,0
e169,event,[cI_1] -> cro_2 cro_3,0
e170,event,[cII_1] -> cI_0 cI_1,0
e171,event,[cII_1] -> cI_0 cI_1,0
e172,event,[cI_1] -> cro_2 cro_3,0
e173,event,[cI_1] -> cro_2 cro_3,0
e174,event,[cI_1] -> cro_2 cro_3,0
e175,event,[cI_1] -> cro_2 cro_3,0
e176,event,[cI_1] -> cro_2 cro_3,0
e177,event,[cII_1] -> cI_0 cI_1,0
e178,event,[cI_1] -> cro_2 cro_3,0
e179,event,[cII_1] -> cI_0 cI_1,0
e180,event,[cI_1] -> cro_2 cro_3,0
e181,event,[cII_1] -> cI_0 cI_1,0
e182,event,[cI_1] -> cro_2 cro_3,0
e183,event,[cII_1] -> cI_0 cI_1,0
e184,event,[cI_1] -> cro_2 cro_3,0
e185,event,[cII_1] -> cI_0 cI_1,0
e186,event,[] -> cro_3 cro_2,0
e187,event,[cII_0;cro_3] -> cI_1 cI_0,0
e188,event,[N_1;cI_0;cro_2] -> cII_0 cII_1,0
e189,event,[cI_0] -> cro_2 cro_3,0
e190,event,[N_1;cI_0;cro_2] -> cII_0 cII_1,0
e191,event,[N_1;cI_0;cro_2] -> cII_0 cII_1,0
e192,event,[cI_0] -> cro_1 cro_2,0
e193,event,[cI_0] -> cro_1 cro_2,0
e194,event,[cI_0] -> cro_2 cro_3,0
e195,event,[cI_0] -> cro_2 cro_3,0
e196,event,[cI_1] -> cro_2 cro_3,0
e197,event,[cI_1] -> cro_2 cro_3,0
e198,event,[cI_1] -> cro_2 cro_3,0
e199,event,[cI_1] -> cro_2 cro_3,0
e200,event,[cro_3] -> cII_1 cII_0,0
e201,event,[cro_3] -> cII_1 cII_0,0
e202,event,[cro_3] -> cII_1 cII_0,0
e203,event,[cro_3] -> cII_1 cII_0,0
e204,event,[cro_3] -> cII_1 cII_0,0
e205,event,[cII_1] -> cI_0 cI_1,0
e206,event,[cII_1] -> cI_0 cI_1,0
e207,event,[cII_1] -> cI_0 cI_1,0
e208,event,[cII_1] -> cI_0 cI_1,0
e209,event,[cII_1] -> cI_0 cI_1,0
e210,event,[cI_0;cro_3] -> N_1 N_0,0
e211,event,[cI_0;cro_3] -> N_1 N_0,0
e212,event,[cI_0;cro_3] -> N_1 N_0,0
e213,event,[cI_0;cro_3] -> N_1 N_0,0
e214,event,[cI_0;cro_3] -> N_1 N_0,0
e215,event,[cro_3] -> cII_1 cII_0,0
e216,event,[cI_0;cro_3] -> N_1 N_0,0
e217,event,[cro_3] -> cII_1 cII_0,0
e218,event,[cI_0;cro_3] -> N_1 N_0,0
e219,event,[cro_3] -> cII_1 cII_0,0
e220,event,[cI_0;cro_3] -> N_1 N_0,0
e221,event,[cro_3] -> cII_1 cII_0,0
e222,event,[cI_0;cro_3] -> N_1 N_0,0
e223,event,[cro_3] -> cII_1 cII_0,0
e224,event,[N_0] -> cII_1 cII_0,0
e225,event,[N_0] -> cII_1 cII_0,0
e226,event,[N_0] -> cII_1 cII_0,0
e227,event,[N_0] -> cII_1 cII_0,0
e228,event,[N_0] -> cII_1 cII_0,0
e229,event,[] -> cro_3 cro_2,0
e230,event,[] -> cro_3 cro_2,0
e231,event,[] -> cro_3 cro_2,0
e232,event,[] -> cro_3 cro_2,0
e233,event,[] -> cro_3 cro_2,0
e234,event,[N_0] -> cII_1 cII_0,0
e235,event,[N_0] -> cII_1 cII_0,0
e236,event,[N_0] -> cII_1 cII_0,0
e237,event,[N_0] -> cII_1 cII_0,0
e238,event,[N_0] -> cII_1 cII_0,0
e239,event,[cI_1] -> cro_2 cro_3,0
e240,event,[cII_1] -> cI_0 cI_1,0
e241,event,[cI_1] -> cro_2 cro_3,0
e242,event,[cII_1] -> cI_0 cI_1,0
e243,event,[cI_1] -> cro_2 cro_3,0
e244,event,[cII_1] -> cI_0 cI_1,0
e245,event,[cI_1] -> cro_2 cro_3,0
e246,event,[cII_1] -> cI_0 cI_1,0
e247,event,[cI_1] -> cro_2 cro_3,0
e248,event,[cII_1] -> cI_0 cI_1,0
e249,event,[cI_0;cro_2] -> N_1 N_0,0
e250,event,[cI_0] -> cro_2 cro_3,0
e251,event,[cI_0;cro_2] -> N_1 N_0,0
e252,event,[cI_0;cro_2] -> N_1 N_0,0
e253,event,[cI_0;cro_2] -> N_1 N_0,0
e254,event,[cI_0;cro_2] -> N_1 N_0,0
e255,event,[cI_0] -> cro_2 cro_3,0
e256,event,[cI_0] -> cro_2 cro_3,0
e257,event,[cro_3] -> cII_1 cII_0,0
e258,event,[cro_3] -> cII_1 cII_0,0
e259,event,[cro_3] -> cII_1 cII_0,0
e260,event,[cro_3] -> cII_1 cII_0,0
e261,event,[cro_3] -> cII_1 cII_0,0
e262,event,[cI_1;cro_1] -> N_1 N_0,0
e263,event,[cI_1;cro_1] -> N_1 N_0,0
e264,event,[cII_0;cro_1] -> cI_1 cI_0,0
e265,event,[cII_0;cro_1] -> cI_1 cI_0,0
e266,event,[cII_0;cro_1] -> cI_1 cI_0,0
e267,event,[cI_1] -> cro_2 cro_3,0
e268,event,[cI_1] -> cro_2 cro_3,0
e269,event,[cI_1] -> cro_2 cro_3,0
e270,event,[cI_1] -> cro_2 cro_3,0
e271,event,[cII_0;cro_3] -> cI_1 cI_0,0
e272,event,[cI_0] -> cro_2 cro_3,0
e273,event,[cI_0] -> cro_1 cro_2,0
e274,event,[cI_0] -> cro_2 cro_3,0
e275,event,[cII_0;cro_1] -> cI_1 cI_0,0
e276,event,[cII_0;cro_1] -> cI_1 cI_0,0
e277,event,[cII_0;cro_1] -> cI_1 cI_0,0
e278,event,[N_1;cI_0;cro_1] -> cII_0 cII_1,0
e279,event,[cI_1] -> cro_2 cro_3,0
e280,event,[cI_1] -> cro_2 cro_3,0
e281,event,[cI_1] -> cro_2 cro_3,0
e282,event,[cII_0;cro_1] -> cI_1 cI_0,0
e283,event,[cI_1] -> cro_2 cro_3,0
e284,event,[cII_0;cro_3] -> cI_1 cI_0,0
e285,event,[cI_0] -> cro_2 cro_3,0
e286,event,[cI_0] -> cro_1 cro_2,0
e287,event,[cI_0] -> cro_2 cro_3,0
e288,event,[cII_0;cro_1] -> cI_1 cI_0,0
e289,event,[cII_0;cro_1] -> cI_1 cI_0,0
e290,event,[N_1;cI_0;cro_1] -> cII_0 cII_1,0
e291,event,[cI_1] -> cro_2 cro_3,0
e292,event,[cI_1] -> cro_2 cro_3,0
e293,event,[cI_1;cro_3] -> N_1 N_0,0
e294,event,[cI_1;cro_3] -> N_1 N_0,0
e295,event,[cI_1;cro_3] -> N_1 N_0,0
e296,event,[cI_1;cro_3] -> N_1 N_0,0
e297,event,[cI_1;cro_3] -> N_1 N_0,0
e298,event,[cI_1;cro_3] -> N_1 N_0,0
e299,event,[cI_1;cro_3] -> N_1 N_0,0
e300,event,[cI_1;cro_3] -> N_1 N_0,0
e301,event,[cI_1;cro_3] -> N_1 N_0,0
e302,event,[cI_1;cro_3] -> N_1 N_0,0
e303,event,[cI_1;cro_3] -> N_1 N_0,0
e304,event,[cI_1;cro_3] -> N_1 N_0,0
e305,event,[cI_1;cro_3] -> N_1 N_0,0
e306,event,[cI_1;cro_3] -> N_1 N_0,0
e307,event,[cII_0;cro_3] -> cI_1 cI_0,0
e308,event,[] -> cro_3 cro_2,0
e309,event,[cI_1;cro_3] -> N_1 N_0,0
e310,event,[cI_1;cro_3] -> N_1 N_0,0
e311,event,[cI_1;cro_3] -> N_1 N_0,0
e312,event,[cI_1;cro_3] -> N_1 N_0,0
e313,event,[N_0] -> cII_1 cII_0,0
e314,event,[N_0] -> cII_1 cII_0,0
e315,event,[N_0] -> cII_1 cII_0,0
e316,event,[N_0] -> cII_1 cII_0,0
e317,event,[cI_1] -> cro_2 cro_3,0
e318,event,[cI_1] -> cro_2 cro_3,0
e319,event,[cI_1] -> cro_2 cro_3,0
e320,event,[cI_1] -> cro_2 cro_3,0
e321,event,[N_0] -> cII_1 cII_0,0
e322,event,[N_0] -> cII_1 cII_0,0
e323,event,[N_0] -> cII_1 cII_0,0
e324,event,[N_0] -> cII_1 cII_0,0
e325,event,[N_0] -> cII_1 cII_0,0
e326,event,[cI_1] -> cro_2 cro_3,0
e327,event,[cI_1] -> cro_2 cro_3,0
e328,event,[cI_1] -> cro_2 cro_3,0
e329,event,[cI_1] -> cro_2 cro_3,0
e330,event,[cI_1] -> cro_2 cro_3,0
e331,event,[cII_0;cro_3] -> cI_1 cI_0,0
e332,event,[cI_0] -> cro_2 cro_3,0
e333,event,[N_0] -> cII_1 cII_0,0
e334,event,[N_0] -> cII_1 cII_0,0
e335,event,[N_0] -> cII_1 cII_0,0
e336,event,[N_0] -> cII_1 cII_0,0
e337,event,[cI_1] -> cro_2 cro_3,0
e338,event,[cI_1] -> cro_2 cro_3,0
e339,event,[cI_1] -> cro_2 cro_3,0
e340,event,[cI_1] -> cro_2 cro_3,0
e341,event,[cII_1] -> cI_0 cI_1,0
e342,event,[cI_1] -> cro_1 cro_2,0
e343,event,[cI_1] -> cro_1 cro_2,0
e344,event,[cII_1] -> cI_0 cI_1,0
e345,event,[cII_1] -> cI_0 cI_1,0
e346,event,[cII_1] -> cI_0 cI_1,0
e347,event,[cII_1] -> cI_0 cI_1,0
e348,event,[cro_3] -> cII_1 cII_0,0
e349,event,[cro_3] -> cII_1 cII_0,0
e350,event,[cro_3] -> cII_1 cII_0,0
e351,event,[cro_3] -> cII_1 cII_0,0
e352,event,[cro_3] -> cII_1 cII_0,0
e353,event,[cro_3] -> cII_1 cII_0,0
e354,event,[cro_3] -> cII_1 cII_0,0
e355,event,[cro_3] -> cII_1 cII_0,0
e356,event,[cro_3] -> cII_1 cII_0,0
e357,event,[cro_3] -> cII_1 cII_0,0
e358,event,[cro_3] -> cII_1 cII_0,0
e359,event,[cro_3] -> cII_1 cII_0,0
e360,event,[cro_3] -> cII_1 cII_0,0
e361,event,[cro_3] -> cII_1 cII_0,0
e362,event,[] -> cro_3 cro_2,0
e363,event,[cI_0] -> cro_2 cro_3,0
e364,event,[cI_0] -> cro_2 cro_3,0
e365,event,[cI_0] -> cro_2 cro_3,0
e366,event,[cI_0] -> cro_2 cro_3,0
e367,event,[cI_0] -> cro_2 cro_3,0
e368,event,[cro_3] -> cII_1 cII_0,0
e369,event,[cro_3] -> cII_1 cII_0,0
e370,event,[cro_3] -> cII_1 cII_0,0
e371,event,[cro_3] -> cII_1 cII_0,0
e372,event,[] -> cro_3 cro_2,0
e373,event,[] -> cro_3 cro_2,0
e374,event,[] -> cro_3 cro_2,0
e375,event,[cro_3] -> cII_1 cII_0,0
e376,event,[cro_3] -> cII_1 cII_0,0
e377,event,[cro_3] -> cII_1 cII_0,0
e378,event,[cro_3] -> cII_1 cII_0,0
e379,event,[cro_3] -> cII_1 cII_0,0
e380,event,[N_0] -> cII_1 cII_0,0
e381,event,[N_0] -> cII_1 cII_0,0
e382,event,[N_0] -> cII_1 cII_0,0
e383,event,[N_0] -> cII_1 cII_0,0
e384,event,[N_0] -> cII_1 cII_0,0
e385,event,[] -> cro_3 cro_2,0
e386,event,[] -> cro_3 cro_2,0
e387,event,[cI_0;cro_3] -> N_1 N_0,0
e388,event,[] -> cro_3 cro_2,0
e389,event,[] -> cro_3 cro_2,0
e390,event,[cI_0;cro_3] -> N_1 N_0,0
e391,event,[cI_0;cro_3] -> N_1 N_0,0
e392,event,[cI_0;cro_3] -> N_1 N_0,0
e393,event,[cI_0;cro_3] -> N_1 N_0,0
e394,event,[] -> cro_3 cro_2,0
e395,event,[] -> cro_3 cro_2,0
e396,event,[] -> cro_3 cro_2,0
e397,event,[] -> cro_3 cro_2,0
e398,event,[] -> cro_3 cro_2,0
e399,event,[] -> cro_3 cro_2,0
e400,event,[] -> cro_3 cro_2,0
e401,event,[] -> cro_3 cro_2,0
e402,event,[] -> cro_3 cro_2,0
e403,event,[] -> cro_3 cro_2,0
e404,event,[cI_0;cro_2] -> N_1 N_0,0
e405,event,[cI_0;cro_2] -> N_1 N_0,0
e406,event,[cII_1] -> cI_0 cI_1,0
e407,event,[cII_1] -> cI_0 cI_1,0
e408,event,[cII_1] -> cI_0 cI_1,0
e409,event,[cII_1] -> cI_0 cI_1,0
e410,event,[cII_1] -> cI_0 cI_1,0
e411,event,[cII_0;cro_2] -> cI_1 cI_0,0
e412,event,[cII_0;cro_2] -> cI_1 cI_0,0
e413,event,[cII_0;cro_2] -> cI_1 cI_0,0
e414,event,[cII_0;cro_2] -> cI_1 cI_0,0
e415,event,[cII_0;cro_2] -> cI_1 cI_0,0
e416,event,[cro_3] -> cII_1 cII_0,0
e417,event,[cro_3] -> cII_1 cII_0,0
e418,event,[cro_3] -> cII_1 cII_0,0
e419,event,[cro_3] -> cII_1 cII_0,0
e420,event,[cro_3] -> cII_1 cII_0,0
e421,event,[cro_3] -> cII_1 cII_0,0
e422,event,[cro_3] -> cII_1 cII_0,0
e423,event,[cro_3] -> cII_1 cII_0,0
e424,event,[cro_3] -> cII_1 cII_0,0
e425,event,[cro_3] -> cII_1 cII_0,0
e426,event,[N_0] -> cII_1 cII_0,0
e427,event,[N_0] -> cII_1 cII_0,0
e428,event,[N_0] -> cII_1 cII_0,0
e429,event,[N_0] -> cII_1 cII_0,0
e430,event,[N_0] -> cII_1 cII_0,0
e431,event,[cI_0;cro_2] -> N_1 N_0,0
e432,event,[N_0] -> cII_1 cII_0,0
e433,event,[cI_0] -> cro_2 cro_3,0
e434,event,[N_0] -> cII_1 cII_0,0
e435,event,[N_0] -> cII_1 cII_0,0
e436,event,[N_0] -> cII_1 cII_0,0
e437,event,[N_0] -> cII_1 cII_0,0
e438,event,[cI_0] -> cro_2 cro_3,0
e439,event,[cI_0] -> cro_2 cro_3,0
e440,event,[cI_0] -> cro_2 cro_3,0
e441,event,[cI_0] -> cro_2 cro_3,0
e442,event,[] -> cro_3 cro_2,0
e443,event,[] -> cro_3 cro_2,0
e444,event,[cI_0;cro_2] -> N_1 N_0,0
e445,event,[] -> cro_3 cro_2,0
e446,event,[cI_0;cro_2] -> N_1 N_0,0
e447,event,[] -> cro_3 cro_2,0
e448,event,[cI_0;cro_2] -> N_1 N_0,0
e449,event,[] -> cro_3 cro_2,0
e450,event,[cI_1] -> cro_1 cro_2,0
e451,event,[cI_1] -> cro_1 cro_2,0
e452,event,[N_0] -> cII_1 cII_0,0
e453,event,[cII_1] -> cI_0 cI_1,0
e454,event,[cII_0;cro_2] -> cI_1 cI_0,0
e455,event,[cII_0;cro_2] -> cI_1 cI_0,0
e456,event,[cII_0;cro_2] -> cI_1 cI_0,0
e457,event,[cII_0;cro_2] -> cI_1 cI_0,0
e458,event,[cI_0] -> cro_1 cro_2,0
e459,event,[cI_0] -> cro_1 cro_2,0
e460,event,[cI_0] -> cro_1 cro_2,0
e461,event,[cI_0;cro_1] -> N_0 N_1,0
e462,event,[cI_0;cro_1] -> N_0 N_1,0
e463,event,[cro_3] -> cII_1 cII_0,0
e464,event,[cro_3] -> cII_1 cII_0,0
e465,event,[cro_3] -> cII_1 cII_0,0
e466,event,[cro_3] -> cII_1 cII_0,0
e467,event,[] -> cro_3 cro_2,0
e468,event,[cII_0;cro_2] -> cI_1 cI_0,0
e469,event,[cII_0;cro_2] -> cI_1 cI_0,0
e470,event,[cII_0;cro_2] -> cI_1 cI_0,0
e471,event,[cI_0] -> cro_1 cro_2,0
e472,event,[cI_0] -> cro_1 cro_2,0
e473,event,[cI_0] -> cro_1 cro_2,0
e474,event,[N_1;cI_0;cro_2] -> cII_0 cII_1,0
e475,event,[cI_0] -> cro_1 cro_2,0
e476,event,[cI_0] -> cro_2 cro_3,0
e477,event,[cI_0;cro_1] -> N_0 N_1,0
e478,event,[cI_0;cro_1] -> N_0 N_1,0
e479,event,[cI_0;cro_1] -> N_0 N_1,0
e480,event,[cro_3] -> cII_1 cII_0,0
e481,event,[cro_3] -> cII_1 cII_0,0
e482,event,[cro_3] -> cII_1 cII_0,0
e483,event,[cII_1] -> cI_0 cI_1,0
e484,event,[cII_0;cro_2] -> cI_1 cI_0,0
e485,event,[cI_0] -> cro_1 cro_2,0
e486,event,[cI_0;cro_1] -> N_0 N_1,0
e487,event,[cro_3] -> cII_1 cII_0,0
e488,event,[] -> cro_3 cro_2,0
e489,event,[cII_0;cro_2] -> cI_1 cI_0,0
e490,event,[cII_0;cro_2] -> cI_1 cI_0,0
e491,event,[cI_0] -> cro_1 cro_2,0
e492,event,[cI_0] -> cro_1 cro_2,0
e493,event,[N_1;cI_0;cro_2] -> cII_0 cII_1,0
e494,event,[cI_0] -> cro_1 cro_2,0
e495,event,[cI_0] -> cro_2 cro_3,0
e496,event,[cI_0;cro_1] -> N_0 N_1,0
e497,event,[cI_0;cro_1] -> N_0 N_1,0
e498,event,[cro_3] -> cII_1 cII_0,0
e499,event,[cro_3] -> cII_1 cII_0,0
e500,event,[cI_1;cro_3] -> N_1 N_0,0
e501,event,[cro_3] -> cII_1 cII_0,0
e502,event,[cI_1;cro_3] -> N_1 N_0,0
e503,event,[cro_3] -> cII_1 cII_0,0
e504,event,[cI_1;cro_3] -> N_1 N_0,0
e505,event,[cro_3] -> cII_1 cII_0,0
e506,event,[cI_1;cro_3] -> N_1 N_0,0
e507,event,[cro_3] -> cII_1 cII_0,0
e508,event,[N_0] -> cII_1 cII_0,0
e509,event,[N_0] -> cII_1 cII_0,0
e510,event,[N_0] -> cII_1 cII_0,0
e511,event,[N_0] -> cII_1 cII_0,0
e512,event,[] -> cro_3 cro_2,0
e513,event,[] -> cro_3 cro_2,0
e514,event,[] -> cro_3 cro_2,0
e515,event,[] -> cro_3 cro_2,0
e516,event,[cI_1;cro_3] -> N_1 N_0,0
e517,event,[cro_3] -> cII_1 cII_0,0
e518,event,[cI_1;cro_3] -> N_1 N_0,0
e519,event,[cro_3] -> cII_1 cII_0,0
e520,event,[cI_1;cro_3] -> N_1 N_0,0
e521,event,[cro_3] -> cII_1 cII_0,0
e522,event,[cI_1;cro_3] -> N_1 N_0,0
e523,event,[cro_3] -> cII_1 cII_0,0
e524,event,[cI_1;cro_3] -> N_1 N_0,0
e525,event,[cro_3] -> cII_1 cII_0,0
e526,event,[cI_1;cro_3] -> N_1 N_0,0
e527,event,[cro_3] -> cII_1 cII_0,0
e528,event,[cI_1;cro_3] -> N_1 N_0,0
e529,event,[cro_3] -> cII_1 cII_0,0
e530,event,[cI_1;cro_3] -> N_1 N_0,0
e531,event,[cro_3] -> cII_1 cII_0,0
e532,event,[cI_1;cro_3] -> N_1 N_0,0
e533,event,[cro_3] -> cII_1 cII_0,0
e534,event,[cI_1;cro_3] -> N_1 N_0,0
e535,event,[cro_3] -> cII_1 cII_0,0
e536,event,[N_0] -> cII_1 cII_0,0
e537,event,[N_0] -> cII_1 cII_0,0
e538,event,[N_0] -> cII_1 cII_0,0
e539,event,[N_0] -> cII_1 cII_0,0
e540,event,[N_0] -> cII_1 cII_0,0
