c1,e36
c1,e7
c1,e3
c2,e3
c2,e2
c2,e1
c3,e557
c3,e331
c3,e307
c3,e284
c3,e271
c3,e187
c3,e164
c3,e148
c3,e137
c3,e94
c3,e87
c3,e86
c3,e70
c3,e63
c3,e44
c3,e43
c3,e40
c3,e37
c3,e34
c3,e21
c3,e20
c3,e15
c3,e12
c3,e9
c4,e3
c4,e2
c4,e1
e1,c5
c5,e4
c5,e7701
e1,c6
c6,e4
c6,e7701
e2,c7
c7,e7
c7,e6
e2,c8
c8,e7
c8,e6
e3,c9
c9,e9
c9,e8
c9,e5
e3,c10
c10,e9
c10,e8
c10,e5
e3,c11
c11,e652
c11,e431
c11,e213
c11,e211
c11,e210
c11,e191
c11,e188
c11,e154
c11,e118
c11,e116
c11,e94
c11,e93
c11,e76
c11,e51
c11,e44
c11,e40
c11,e25
c11,e24
c11,e21
c11,e15
c11,e10
c11,e9
e7701,c12
e7701,c13
e4,c14
c14,e13
c14,e12
e4,c15
c15,e13
c15,e12
e5,c16
c16,e15
c16,e14
c16,e7700
c16,e10
e5,c17
c17,e15
c17,e14
c17,e7700
c17,e10
e6,c18
c18,e19
e6,c19
c19,e19
e7,c20
c20,e20
c20,e17
e7,c21
c21,e20
c21,e17
e7,c22
c22,e50
c22,e43
c22,e23
c22,e20
e8,c23
c23,e21
c23,e18
e8,c24
c24,e21
c24,e18
e9,c25
c25,e1736
c25,e1724
c25,e1723
c25,e1714
c25,e1711
c25,e1653
c25,e1648
c25,e10831
c25,e10832
c25,e1635
c25,e1631
c25,e10843
c25,e10844
c25,e1630
c25,e1627
c25,e1265
c25,e1259
c25,e1254
c25,e1252
c25,e1239
c25,e1236
c25,e1224
c25,e1222
c25,e1209
c25,e1206
c25,e11006
c25,e1089
c25,e11022
c25,e11030
c25,e11034
c25,e1050
c25,e1032
c25,e1030
c25,e1016
c25,e1010
c25,e700
c25,e685
c25,e684
c25,e671
c25,e668
c25,e11107
c25,e564
c25,e534
c25,e532
c25,e506
c25,e500
c25,e448
c25,e312
c25,e306
c25,e305
c25,e296
c25,e293
c25,e222
c25,e168
c25,e163
c25,e158
c25,e155
c25,e110
c25,e67
c25,e62
c25,e59
c25,e56
c25,e29
c25,e26
e9,c26
c26,e22
c26,e16
c26,e11
e9,c27
c27,e30
c27,e7697
c27,e26
c27,e22
c27,e16
e9,c28
c28,e607
c28,e7551
c28,e569
c28,e565
c28,e7564
c28,e499
c28,e7582
c28,e482
c28,e7585
c28,e371
c28,e7609
c28,e336
c28,e7629
c28,e7642
c28,e7645
c28,e261
c28,e248
c28,e228
c28,e223
c28,e209
c28,e204
c28,e7657
c28,e185
c28,e7670
c28,e146
c28,e7673
c28,e123
c28,e115
c28,e7680
c28,e85
c28,e73
c28,e7689
c28,e7695
c28,e33
c28,e11
e10,c29
c29,e27
c29,e7699
e10,c30
c30,e27
c30,e7699
e10,c31
c31,e150
e11,c32
c32,e590
c32,e7563
c32,e508
c32,e501
c32,e7581
c32,e487
c32,e7584
c32,e463
c32,e7591
c32,e348
c32,e7626
c32,e313
c32,e7641
c32,e7644
c32,e7651
c32,e7669
c32,e7672
c32,e133
c32,e7679
c32,e7686
c32,e68
c32,e7692
c32,e7698
e11,c33
c33,e30
c33,e7697
c33,e7698
c33,e26
e12,c34
c34,e190
c34,e92
e12,c35
c35,e36
c35,e35
e12,c36
c36,e36
c36,e35
e7700,c37
e7700,c38
e13,c39
c39,e39
c39,e34
e13,c40
c40,e39
c40,e34
e14,c41
c41,e40
c41,e38
c41,e37
c41,e25
e14,c42
c42,e40
c42,e38
c42,e37
c42,e25
e15,c43
c43,e1735
c43,e1651
c43,e1647
c43,e1263
c43,e1258
c43,e11007
c43,e1048
c43,e699
c43,e562
c43,e311
c43,e167
c43,e66
c43,e28
e15,c44
c44,e41
c44,e7694
c44,e7696
c44,e28
e15,c45
c45,e41
c45,e7694
c45,e28
e15,c46
c46,e606
c46,e7552
c46,e568
c46,e563
c46,e7565
c46,e498
c46,e7583
c46,e481
c46,e7586
c46,e370
c46,e7610
c46,e335
c46,e7630
c46,e7643
c46,e7646
c46,e7658
c46,e7671
c46,e145
c46,e7674
c46,e7681
c46,e72
c46,e7690
c46,e7696
e16,c47
c47,e42
c47,e7693
c47,e29
e16,c48
c48,e42
c48,e7693
c48,e7695
c48,e29
e17,c49
c49,e48
c49,e43
c49,e23
e17,c50
c50,e48
c50,e43
c50,e23
e18,c51
c51,e49
c51,e44
c51,e24
e18,c52
c52,e49
c52,e44
c52,e24
e19,c53
e19,c54
c54,e11204
e20,c55
c55,e1718
c55,e1717
c55,e1712
c55,e10835
c55,e10836
c55,e1633
c55,e10847
c55,e10848
c55,e1628
c55,e1246
c55,e1244
c55,e1237
c55,e1216
c55,e1214
c55,e1207
c55,e1087
c55,e11024
c55,e11032
c55,e1026
c55,e1024
c55,e1012
c55,e679
c55,e678
c55,e669
c55,e11109
c55,e526
c55,e524
c55,e502
c55,e444
c55,e302
c55,e301
c55,e294
c55,e218
c55,e161
c55,e156
c55,e108
c55,e60
c55,e54
e20,c56
c56,e45
c56,e31
e20,c57
c57,e78
c57,e60
c57,e45
e20,c58
c58,e259
c58,e244
c58,e226
c58,e219
c58,e207
c58,e202
c58,e181
c58,e121
c58,e113
c58,e83
c58,e31
e21,c59
c59,e1721
c59,e1720
c59,e1713
c59,e10833
c59,e10834
c59,e1634
c59,e10845
c59,e10846
c59,e1629
c59,e1250
c59,e1248
c59,e1238
c59,e1220
