"c4","e1"
"c6","e7"
"c6","e24"
"c6","e25"
"c6","e26"
"c6","e2"
"c7","e10"
"c7","e6"
"c8","e12"
"c8","e11"
"c8","e9"
"c8","e8"
"c8","e5"
"c9","e12"
"c9","e17"
"c9","e8"
"c9","e7"
"c9","e5"
"c10","e10"
"c10","e9"
"c10","e6"
"c10","e5"
"c11","e21"
"c11","e24"
"c11","e1"
"c12","e16"
"c12","e23"
"c12","e26"
"c12","e3"
"c13","e15"
"c13","e22"
"c13","e4"
"c13","e25"
"c14","e18"
"c14","e6"
"c14","e2"
"e1","c16"
"c16","e12"
"c16","e11"
"c16","e13"
"c16","e14"
"c16","e9"
"c16","e8"
"c16","e19"
"c16","e20"
"c16","e5"
"e1","c17"
"c17","e13"
"c17","e17"
"c17","e20"
"c17","e7"
"e1","c18"
"c18","e10"
"c18","e19"
"c18","e6"
"e1","c19"
"c19","e13"
"c19","e14"
"c19","e19"
"c19","e20"
"e2","c20"
"c20","e10"
"e2","c22"
"c22","e17"
"c22","e21"
"c22","e22"
"c22","e23"
"e3","c23"
"e26","c26"
"e25","c29"
"e24","c32"
"e4","c33"
"e5","c38"
"e6","c39"
"c39","e14"
"c39","e20"
"e6","c40"
"c40","e11"
"c40","e8"
"e6","c42"
"e7","c43"
"c43","e14"
"c43","e19"
"e7","c44"
"c44","e11"
"c44","e9"
"e7","c46"
"c46","e15"
"c46","e16"
"c46","e18"
"e23","c49"
"e22","c52"
"e21","c55"
"e20","c60"
"e19","c65"
"e8","c70"
"e9","c75"
"e10","c76"
"c76","e13"
"e10","c77"
"c77","e12"
"e10","c79"
"e18","c82"
"e17","c86"
"e16","c89"
"e15","c92"
"e14","c97"
"e13","c102"
"e11","c107"
"e12","c112"
